Id,listing_id,listing_date,sale_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,sale_price_market_adjusted,is_monitoring_stream
798,L-000798,2008-03-24,2008-04-13,0,33.5,5,5,773,773,7677,55,55,1.0,1,0,2.8,1.81,2.01,0.0,6.22,3,NAmes,1Fam,1Story,TA,TA,Y,110000,110000,0
174,L-000174,2008-03-24,2008-06-03,0,33.3,6,5,1362,1362,10197,47,47,2.5,2,1,3.09,1.48,2.36,0.0,6.22,3,NAmes,1Fam,1Story,TA,TA,Y,163000,163000,0
826,L-000826,2008-03-25,2008-06-10,1,41.2,10,5,2084,2078,14803,1,0,3.0,3,1,1.89,4.59,2.59,111100.0,6.22,3,NridgHt,1Fam,1Story,Ex,Ex,Y,385000,385000,0
136,L-000136,2008-03-27,2008-05-13,0,19.7,7,6,1682,1304,10400,38,38,2.0,2,1,4.54,6.09,4.88,0.0,6.22,3,NWAmes,1Fam,1Story,TA,TA,Y,174000,174000,0
1377,L-001377,2008-03-27,2008-04-13,1,36.7,6,5,790,768,6292,78,58,1.0,1,0,3.03,0.79,3.46,24400.0,6.22,3,SWISU,1Fam,1Story,TA,TA,N,91000,91000,0
532,L-000532,2008-03-29,2008-06-02,1,51.9,6,8,1362,611,6155,88,9,2.0,2,0,3.24,0.5,1.83,40800.0,6.22,3,BrkSide,1Fam,2Story,TA,TA,Y,128000,128000,0
77,L-000077,2008-03-29,2008-04-23,0,34.4,4,7,952,952,8475,52,52,1.0,1,0,2.31,1.84,2.47,0.0,6.22,3,NAmes,1Fam,1Story,TA,TA,Y,135750,135750,0
1024,L-001024,2008-03-30,2008-05-11,1,30.1,7,5,1504,1346,3182,3,2,2.0,2,1,2.72,6.65,1.06,40700.0,6.22,3,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,191000,191000,0
498,L-000498,2008-03-30,2008-06-20,1,41.5,7,6,1820,1026,9120,83,58,3.0,1,0,2.77,0.5,2.8,78500.0,6.22,3,BrkSide,1Fam,1.5Fin,TA,TA,Y,184000,184000,0
746,L-000746,2008-03-31,2008-07-20,1,23.4,8,9,2715,1142,8963,32,12,4.0,2,2,4.38,3.72,3.17,84500.0,6.22,3,NWAmes,1Fam,2Story,Ex,Gd,Y,299800,299800,0
567,L-000567,2008-03-31,2008-06-04,1,47.6,9,5,2504,1122,11198,3,1,2.5,3,1,0.75,4.64,0.87,143600.0,6.22,3,StoneBr,1Fam,2Story,Gd,Ex,Y,325000,325000,0
595,L-000595,2008-04-01,2008-04-19,0,25.2,5,6,924,924,7990,33,33,1.0,1,0,3.39,3.97,3.18,0.0,6.16,4,CollgCr,1Fam,1Story,TA,TA,Y,110000,110000,0
208,L-000208,2008-04-02,2008-04-23,0,33.0,4,5,1100,1100,12493,48,48,2.0,1,1,2.59,2.29,1.89,0.0,6.16,4,NAmes,1Fam,1Story,TA,TA,Y,141000,141000,0
724,L-000724,2008-04-02,2008-05-13,1,39.3,4,6,1470,941,8172,54,36,2.0,1,0,1.25,4.64,1.28,24600.0,6.16,4,Edwards,1Fam,1.5Fin,TA,TA,Y,135000,135000,0
108,L-000108,2008-04-02,2008-04-19,1,60.6,5,5,789,789,6000,60,58,1.0,1,0,0.55,3.5,0.46,16800.0,6.16,4,OldTown,1Fam,1Story,TA,TA,Y,115000,115000,0
843,L-000843,2008-04-02,2008-05-11,0,33.5,6,7,1165,1127,9020,42,42,2.5,2,0,2.76,1.93,1.87,0.0,6.16,4,NAmes,1Fam,SLvl,TA,TA,Y,174900,174900,0
425,L-000425,2008-04-02,2008-05-19,0,33.6,6,5,1196,1196,9000,52,52,2.0,1,1,2.57,1.82,2.35,0.0,6.16,4,NAmes,1Fam,1Story,TA,TA,Y,139000,139000,0
1160,L-001160,2008-04-04,2008-07-01,0,23.3,6,6,1876,901,9120,34,34,2.5,2,1,4.76,2.94,3.98,0.0,6.16,4,NWAmes,1Fam,2Story,Gd,Gd,Y,185000,185000,0
32,L-000032,2008-04-04,2008-06-01,1,39.0,5,6,1228,1228,8544,42,2,1.5,1,0,1.0,3.4,3.81,35900.0,6.16,4,Sawyer,1Fam,1Story,TA,Gd,Y,149350,149350,0
584,L-000584,2008-04-04,2008-07-03,1,76.6,10,9,2775,1237,13500,115,8,3.5,2,1,0.53,3.89,0.35,160200.0,6.16,4,OldTown,1Fam,2.5Unf,Ex,Gd,Y,325000,325000,0
219,L-000219,2008-04-05,2008-05-27,1,33.9,7,9,1954,798,15660,69,2,2.0,2,2,2.34,1.45,4.5,51400.0,6.16,4,Crawfor,1Fam,1.5Fin,Gd,Gd,Y,311500,311500,0
257,L-000257,2008-04-06,2008-05-21,0,41.4,6,5,1728,864,8791,5,5,2.5,2,0,1.8,2.3,1.67,0.0,6.16,4,Somerst,1Fam,2Story,Gd,Gd,Y,207500,207500,0
15,L-000015,2008-04-06,2008-05-03,0,31.9,6,5,1253,1253,10920,48,48,2.5,1,1,3.25,2.06,1.71,0.0,6.16,4,NAmes,1Fam,1Story,TA,TA,Y,157000,157000,0
1274,L-001274,2008-04-08,2008-05-05,1,33.1,6,7,1357,1019,11512,49,2,2.0,1,1,2.08,4.35,1.43,72400.0,6.16,4,Edwards,1Fam,SLvl,TA,Ex,Y,177000,177000,0
587,L-000587,2008-04-09,2008-05-11,1,37.6,6,7,838,816,10267,90,8,2.0,1,0,2.49,0.95,3.05,34900.0,6.16,4,BrkSide,1Fam,1Story,TA,Fa,Y,130000,130000,0
827,L-000827,2008-04-09,2008-05-08,1,47.2,5,6,784,784,6130,84,58,2.0,0,0,2.68,0.56,2.13,14700.0,6.16,4,BrkSide,1Fam,1.5Unf,TA,Gd,Y,109500,109500,0
443,L-000443,2008-04-09,2008-06-03,1,45.6,5,7,1573,1078,6240,78,16,2.0,2,1,2.58,0.59,3.18,31200.0,6.16,4,BrkSide,1Fam,1.5Fin,TA,TA,Y,162900,162900,0
648,L-000648,2008-04-12,2008-06-14,0,37.2,6,5,1094,1094,10452,55,55,1.0,2,2,1.51,4.19,1.34,0.0,6.16,4,Edwards,1Fam,1Story,TA,TA,Y,155000,155000,0
1380,L-001380,2008-04-13,2008-05-15,1,29.4,5,5,1394,384,9735,2,1,2.5,2,0,2.48,2.72,4.1,37600.0,6.16,4,Timber,1Fam,SLvl,TA,Gd,Y,167500,167500,0
1316,L-001316,2008-04-15,2008-06-26,0,33.4,6,5,2112,952,11075,39,39,2.5,2,2,2.7,1.84,2.15,0.0,6.16,4,NAmes,1Fam,2Story,TA,TA,Y,206900,206900,0
1056,L-001056,2008-04-15,2008-05-02,0,19.0,6,5,1523,1193,11361,32,32,2.5,2,1,5.67,5.59,4.05,0.0,6.16,4,NWAmes,1Fam,1Story,TA,TA,Y,180000,180000,0
1355,L-001355,2008-04-15,2008-06-13,0,31.0,7,5,1865,992,10316,8,8,3.5,3,1,2.38,2.68,2.94,0.0,6.16,4,CollgCr,1Fam,2Story,Gd,Gd,Y,235000,235000,0
962,L-000962,2008-04-16,2008-07-10,1,36.4,6,7,2872,1330,12227,31,13,3.5,2,1,3.62,3.27,2.61,95900.0,6.16,4,NWAmes,1Fam,2Story,TA,TA,Y,272000,272000,0
259,L-000259,2008-04-16,2008-05-18,0,32.0,7,5,1792,963,12435,7,7,2.5,2,1,2.75,2.16,2.25,0.0,6.16,4,CollgCr,1Fam,2Story,Gd,Gd,Y,231500,231500,0
651,L-000651,2008-04-16,2008-05-15,0,39.6,7,6,1665,813,8125,1,1,2.5,2,0,1.65,3.22,2.03,0.0,6.16,4,Somerst,1Fam,2Story,Gd,Gd,Y,205950,205950,0
842,L-000842,2008-04-16,2008-06-14,1,60.3,5,8,1539,650,10440,104,6,2.0,2,1,0.58,4.34,0.33,34300.0,6.16,4,OldTown,1Fam,2Story,TA,Gd,Y,157500,157500,0
1309,L-001309,2008-04-17,2008-05-25,1,62.6,5,7,1122,924,12000,60,3,2.0,2,0,0.53,3.28,0.34,55000.0,6.16,4,OldTown,1Fam,1Story,TA,Gd,Y,147000,147000,0
431,L-000431,2008-04-19,2008-07-02,0,40.8,6,5,987,483,1680,37,37,1.5,1,0,1.99,4.28,0.93,0.0,6.16,4,BrDale,Twnhs,2Story,TA,TA,Y,85400,85400,0
845,L-000845,2008-04-19,2008-06-18,1,68.0,5,8,1416,876,12665,93,58,1.5,3,1,0.44,4.61,0.34,38300.0,6.16,4,OldTown,1Fam,1.5Fin,TA,TA,Y,153900,153900,0
457,L-000457,2008-04-20,2008-05-25,1,60.8,5,5,1344,624,4571,92,58,1.0,3,0,0.41,6.25,0.52,27900.0,6.16,4,OldTown,1Fam,2Story,TA,TA,N,98000,98000,0
639,L-000639,2008-04-22,2008-05-10,1,40.0,5,7,796,796,8777,98,58,1.0,0,0,1.78,4.18,1.42,11900.0,6.16,4,Edwards,1Fam,1Story,TA,TA,Y,85000,85000,0
362,L-000362,2008-04-24,2008-07-01,1,39.2,5,5,1505,883,9144,68,26,2.0,1,0,2.78,0.63,3.37,34200.0,6.16,4,BrkSide,1Fam,1.5Fin,TA,TA,Y,145000,145000,0
691,L-000691,2008-04-25,2008-05-07,0,34.5,6,5,848,848,4426,4,4,2.0,2,1,3.97,2.18,1.87,0.0,6.16,4,CollgCr,TwnhsE,1Story,Gd,Gd,Y,141000,141000,0
1093,L-001093,2008-04-25,2008-06-05,1,38.1,6,5,1694,1181,8400,83,58,2.0,2,1,3.67,0.51,3.42,53500.0,6.16,4,SWISU,1Fam,1.5Fin,TA,TA,Y,136500,136500,0
1442,L-001442,2008-04-26,2008-05-09,0,36.9,6,5,848,848,4426,4,4,2.0,2,1,2.82,2.61,1.65,0.0,6.16,4,CollgCr,TwnhsE,1Story,Gd,Gd,Y,149300,149300,0
630,L-000630,2008-04-26,2008-06-16,0,37.7,6,5,1350,1248,9020,44,44,2.5,2,0,2.92,2.29,1.55,0.0,6.16,4,NAmes,1Fam,SLvl,TA,TA,Y,168500,168500,0
473,L-000473,2008-04-27,2008-06-05,0,39.3,6,5,1072,547,3675,3,3,2.0,2,0,1.61,6.07,1.52,0.0,6.16,4,Edwards,TwnhsE,SLvl,TA,TA,Y,148000,148000,0
785,L-000785,2008-04-27,2008-06-25,1,62.5,6,6,1484,742,6300,94,7,2.0,0,1,0.41,4.54,0.47,39500.0,6.16,4,OldTown,1Fam,2.5Unf,TA,TA,Y,128000,128000,0
491,L-000491,2008-04-30,2008-06-03,0,39.4,5,6,1304,264,2665,32,32,1.5,1,1,2.51,1.67,2.39,0.0,6.16,4,MeadowV,TwnhsE,2Story,TA,TA,Y,115000,115000,0
1118,L-001118,2008-04-30,2008-05-19,1,46.8,5,7,894,894,9764,41,5,2.0,2,0,0.92,3.01,2.8,23700.0,6.16,4,Sawyer,1Fam,1Story,TA,Gd,Y,130000,130000,0
894,L-000894,2008-04-30,2008-06-10,0,54.3,5,5,1383,1383,13284,54,54,2.0,1,1,0.79,2.29,3.7,0.0,6.16,4,Sawyer,1Fam,1Story,TA,TA,Y,165000,165000,0
30,L-000030,2008-04-30,2008-05-20,1,51.5,4,6,520,520,6324,81,58,1.0,1,0,2.81,0.51,2.61,11800.0,6.16,4,BrkSide,1Fam,1Story,TA,Fa,N,68500,68500,0
981,L-000981,2008-05-02,2008-07-03,1,31.0,7,9,999,944,12122,47,1,2.0,2,0,3.0,2.11,2.44,36400.0,6.12,5,NAmes,1Fam,SFoyer,Ex,Ex,Y,178400,178400,0
768,L-000768,2008-05-03,2008-07-16,1,31.9,6,7,1750,983,12508,68,23,3.0,1,0,2.71,5.12,0.9,52700.0,6.12,5,Mitchel,1Fam,1.5Fin,TA,TA,Y,160000,160000,0
494,L-000494,2008-05-03,2008-06-07,0,36.2,5,6,1269,1269,7931,48,48,1.5,1,1,2.11,1.9,1.95,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,155000,155000,0
56,L-000056,2008-05-04,2008-07-08,0,31.5,6,5,1425,1425,10175,44,44,2.0,2,1,3.09,2.48,1.61,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,180500,180500,0
622,L-000622,2008-05-06,2008-06-23,1,21.9,6,7,2614,1522,10800,34,11,2.5,2,1,4.36,5.14,3.28,74500.0,6.12,5,NWAmes,1Fam,2Story,TA,TA,Y,240000,240000,0
1241,L-001241,2008-05-07,2008-07-04,0,29.8,7,5,1768,884,8158,5,5,3.5,2,0,2.89,2.58,2.61,0.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,224900,224900,0
618,L-000618,2008-05-07,2008-06-04,0,34.8,6,6,832,832,7227,54,54,1.0,2,0,3.84,2.01,2.07,0.0,6.12,5,NAmes,1Fam,1.5Unf,TA,Gd,Y,105500,105500,0
424,L-000424,2008-05-08,2008-06-17,0,51.0,8,5,2630,1470,9200,10,10,3.5,3,1,0.47,6.65,0.98,0.0,6.12,5,NoRidge,1Fam,2Story,Gd,Gd,Y,315000,315000,0
1021,L-001021,2008-05-08,2008-06-10,0,35.6,4,5,1132,1132,7024,3,3,2.5,2,0,1.66,4.43,1.42,0.0,6.12,5,Edwards,1Fam,1Story,TA,Gd,Y,176000,176000,0
549,L-000549,2008-05-08,2008-06-03,1,66.7,5,7,825,825,8235,53,13,2.0,2,0,0.57,3.67,0.3,31500.0,6.12,5,OldTown,1Fam,1Story,TA,TA,Y,125000,125000,0
1460,L-001460,2008-05-08,2008-06-10,0,40.5,5,6,1256,1256,9937,43,43,2.5,1,0,0.96,5.58,1.7,0.0,6.12,5,Edwards,1Fam,1Story,Gd,TA,Y,147500,147500,0
445,L-000445,2008-05-08,2008-07-07,1,31.1,7,5,1908,915,8750,14,13,3.5,2,1,2.24,2.64,3.47,49700.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,210000,210000,0
195,L-000195,2008-05-08,2008-05-19,0,28.2,5,7,864,864,7180,36,36,1.0,1,0,3.48,2.91,2.14,0.0,6.12,5,CollgCr,1Fam,1Story,TA,TA,Y,127000,127000,0
1436,L-001436,2008-05-08,2008-07-01,1,34.8,6,9,1537,1319,8400,46,3,2.5,2,1,2.7,1.7,1.8,33200.0,6.12,5,NAmes,1Fam,1Story,Gd,Gd,Y,174000,174000,0
40,L-000040,2008-05-09,2008-06-06,0,34.6,4,5,1152,0,6040,53,53,2.0,0,0,1.59,5.6,1.58,0.0,6.12,5,Edwards,Duplex,1Story,TA,Fa,N,82000,82000,0
700,L-000700,2008-05-10,2008-07-01,0,42.5,7,5,1391,1391,4282,4,4,2.0,2,0,1.42,2.21,2.64,0.0,6.12,5,Somerst,TwnhsE,1Story,Gd,Gd,Y,196000,196000,0
675,L-000675,2008-05-10,2008-07-09,0,35.1,6,6,1136,1136,9200,43,43,2.0,1,1,2.58,2.02,1.45,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,140000,140000,0
1159,L-001159,2008-05-12,2008-06-22,1,40.8,8,5,1580,1580,11932,1,0,2.0,3,0,1.79,2.78,1.87,57800.0,6.12,5,Somerst,1Fam,1Story,Gd,Gd,Y,235128,235128,0
161,L-000161,2008-05-12,2008-06-05,0,35.2,6,6,1232,1232,11120,24,24,2.0,2,0,4.39,0.58,4.03,0.0,6.12,5,Veenker,1Fam,1Story,TA,TA,Y,162500,162500,0
563,L-000563,2008-05-13,2008-07-12,1,34.2,5,6,996,996,13907,68,39,2.0,0,1,2.15,4.77,0.97,40600.0,6.12,5,Edwards,1Fam,1Story,TA,TA,Y,108000,108000,0
266,L-000266,2008-05-13,2008-06-11,0,22.2,6,6,1422,1422,12090,27,27,2.0,2,1,4.7,4.08,3.46,0.0,6.12,5,NWAmes,1Fam,1Story,TA,Gd,Y,175500,175500,0
1415,L-001415,2008-05-14,2008-06-24,1,35.3,6,7,1848,833,13053,85,8,1.5,2,1,4.03,0.78,2.61,79700.0,6.12,5,BrkSide,1Fam,1.5Fin,TA,Gd,Y,207000,207000,0
123,L-000123,2008-05-14,2008-06-27,0,32.2,6,7,1080,1080,9464,50,50,1.0,1,0,3.13,1.92,1.94,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,136000,136000,0
564,L-000564,2008-05-15,2008-07-27,1,37.2,6,7,1674,1163,21780,90,58,2.0,2,1,1.46,4.12,1.5,49600.0,6.12,5,Edwards,1Fam,1.5Fin,TA,TA,Y,185000,185000,0
470,L-000470,2008-05-15,2008-06-06,0,35.9,6,5,1710,832,9291,15,15,2.5,2,0,2.08,1.54,3.16,0.0,6.12,5,SawyerW,1Fam,2Story,Gd,Gd,Y,187000,187000,0
1154,L-001154,2008-05-17,2008-06-12,1,43.4,6,8,816,816,5890,78,1,1.0,1,0,1.27,5.16,1.36,17900.0,6.12,5,IDOTRR,1Fam,1Story,Gd,TA,Y,120500,120500,0
812,L-000812,2008-05-17,2008-06-02,0,35.9,6,5,848,848,4438,4,4,2.0,2,1,2.95,1.78,3.5,0.0,6.12,5,CollgCr,TwnhsE,1Story,Gd,Gd,Y,144500,144500,0
1310,L-001310,2008-05-18,2008-06-11,0,33.4,6,5,1294,1278,7153,17,17,3.0,2,0,2.13,1.94,3.69,0.0,6.12,5,SawyerW,1Fam,1Story,TA,Gd,Y,179200,179200,0
821,L-000821,2008-05-18,2008-06-27,0,29.0,7,5,1640,798,7226,5,5,2.5,2,0,3.03,2.73,2.59,0.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,183000,183000,0
265,L-000265,2008-05-18,2008-06-02,1,61.7,5,5,764,680,5232,83,4,1.0,2,0,0.64,5.82,0.45,33000.0,6.12,5,OldTown,1Fam,1Story,TA,TA,N,73000,73000,0
654,L-000654,2008-05-19,2008-06-24,1,45.1,6,7,1469,756,10320,102,13,1.0,1,0,1.11,4.98,1.39,55200.0,6.12,5,IDOTRR,1Fam,1.5Fin,TA,TA,Y,135000,135000,0
1171,L-001171,2008-05-23,2008-07-22,0,33.4,6,6,1118,1096,9880,31,31,2.0,1,1,3.14,3.65,0.68,0.0,6.12,5,Mitchel,1Fam,SLvl,TA,TA,Y,171000,171000,0
1141,L-001141,2008-05-24,2008-06-04,0,29.6,5,7,952,952,7350,57,57,2.0,2,0,3.65,2.53,1.73,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,139000,139000,0
552,L-000552,2008-05-24,2008-06-11,0,58.0,5,6,928,928,6000,51,51,1.0,1,0,0.6,4.51,0.5,0.0,6.12,5,OldTown,1Fam,1Story,TA,TA,Y,112500,112500,0
19,L-000019,2008-05-25,2008-06-20,0,37.9,5,5,1114,1114,13695,4,4,2.5,2,0,1.63,1.5,4.12,0.0,6.12,5,SawyerW,1Fam,1Story,TA,Gd,Y,159000,159000,0
435,L-000435,2008-05-27,2008-06-15,0,43.6,4,7,630,630,1890,36,36,2.0,0,0,1.77,1.91,1.76,0.0,6.12,5,MeadowV,Twnhs,SFoyer,TA,TA,Y,81000,81000,0
733,L-000733,2008-05-29,2008-07-01,1,27.4,7,5,2031,1153,11404,10,9,2.5,2,1,2.76,3.67,3.3,72700.0,6.12,5,CollgCr,1Fam,2Story,Gd,Gd,Y,222500,222500,0
839,L-000839,2008-05-29,2008-06-19,1,27.4,5,6,1099,1099,9525,13,2,1.5,1,0,2.88,3.51,3.09,41600.0,6.12,5,CollgCr,1Fam,1Story,TA,Gd,Y,144000,144000,0
434,L-000434,2008-05-29,2008-07-03,1,28.0,6,5,1604,926,10839,11,10,2.5,2,1,4.06,1.83,3.47,54100.0,6.12,5,Gilbert,1Fam,2Story,TA,TA,Y,181000,181000,0
210,L-000210,2008-05-29,2008-07-05,0,31.1,6,7,1092,1092,8250,44,44,2.0,2,0,2.68,2.48,2.42,0.0,6.12,5,NAmes,1Fam,1Story,TA,TA,Y,145000,145000,0
804,L-000804,2008-05-31,2009-01-26,1,38.0,9,5,2822,1734,13891,1,0,3.5,3,1,1.07,4.09,3.04,119300.0,6.12,5,NridgHt,1Fam,2Story,Ex,Ex,Y,582933,582933,0
334,L-000334,2008-06-01,2008-07-02,0,40.9,7,5,1358,1358,8198,4,4,3.0,2,1,1.47,3.04,2.84,0.0,6.07,6,NridgHt,TwnhsE,1Story,Gd,Gd,Y,207000,207000,0
1149,L-001149,2008-06-01,2008-08-07,1,61.6,7,7,1111,572,5700,82,58,1.0,1,1,0.57,2.95,0.41,43300.0,6.07,6,OldTown,1Fam,1.5Fin,TA,TA,Y,116900,116900,0
968,L-000968,2008-06-01,2008-07-26,0,32.0,5,7,1098,1098,7390,53,53,2.0,1,0,2.81,2.1,2.23,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,135000,135000,0
1196,L-001196,2008-06-02,2008-07-09,0,26.9,6,5,1456,728,8029,3,3,2.5,2,0,4.87,1.54,4.63,0.0,6.07,6,Gilbert,1Fam,2Story,TA,Gd,Y,176000,176000,0
1111,L-001111,2008-06-02,2008-06-24,1,31.9,6,5,1658,773,8000,13,12,3.5,2,1,3.37,1.41,3.03,51600.0,6.07,6,Gilbert,1Fam,2Story,TA,TA,Y,188000,188000,0
1042,L-001042,2008-06-03,2008-07-25,1,29.9,6,8,1632,800,9130,42,8,2.0,2,0,4.93,3.27,2.11,72800.0,6.07,6,NWAmes,1Fam,2Story,TA,Gd,Y,173000,173000,0
600,L-000600,2008-06-04,2008-07-20,0,47.3,6,6,1556,716,1950,28,28,3.5,2,1,1.43,2.89,0.82,0.0,6.07,6,Blueste,Twnhs,2Story,TA,TA,Y,151000,151000,0
268,L-000268,2008-06-05,2008-07-06,1,37.9,5,8,2192,720,8400,69,11,2.5,1,1,2.96,0.72,3.15,74900.0,6.07,6,SWISU,1Fam,2.5Fin,TA,Gd,Y,179500,179500,0
1003,L-001003,2008-06-05,2008-07-07,0,38.4,8,5,1574,1574,11957,2,2,2.0,3,1,1.31,2.65,2.64,0.0,6.07,6,Somerst,1Fam,1Story,Gd,Gd,Y,232000,232000,0
1401,L-001401,2008-06-06,2008-07-08,1,45.3,6,7,1158,862,6000,79,58,1.0,1,1,3.18,0.5,2.78,36100.0,6.07,6,BrkSide,1Fam,1.5Fin,TA,TA,Y,120000,120000,0
1375,L-001375,2008-06-06,2008-07-23,0,38.4,7,5,1958,1026,10625,3,3,2.5,3,1,1.75,3.2,2.29,0.0,6.07,6,Somerst,1Fam,2Story,Gd,Gd,Y,250000,250000,0
389,L-000389,2008-06-07,2008-07-05,1,29.2,7,5,1479,1468,9382,9,8,2.0,2,0,2.97,2.47,3.0,58500.0,6.07,6,CollgCr,1Fam,1Story,Gd,Gd,Y,191000,191000,0
31,L-000031,2008-06-07,2008-07-12,1,48.6,4,4,1317,649,8500,88,58,1.0,1,0,1.14,4.88,0.97,42500.0,6.07,6,IDOTRR,1Fam,2Story,TA,TA,N,40000,40000,0
620,L-000620,2008-06-09,2008-08-09,0,28.5,8,5,2262,1482,12244,5,5,3.5,3,2,2.89,2.45,4.07,0.0,6.07,6,Timber,1Fam,2Story,Gd,Gd,Y,305000,305000,0
537,L-000537,2008-06-10,2008-07-11,1,30.5,7,5,1724,880,8924,10,9,2.5,2,0,2.57,2.56,2.96,69500.0,6.07,6,CollgCr,1Fam,2Story,TA,Gd,Y,188000,188000,0
1260,L-001260,2008-06-10,2008-07-22,0,34.8,6,8,1054,1054,9750,39,39,2.5,2,0,2.2,2.09,2.11,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,151000,151000,0
766,L-000766,2008-06-11,2008-08-13,0,36.6,9,5,1506,1498,14587,0,0,2.0,2,1,1.65,2.77,1.95,0.0,6.07,6,Somerst,1Fam,1Story,Gd,Ex,Y,264132,264132,0
1144,L-001144,2008-06-11,2008-07-06,0,43.5,5,3,1006,1006,9000,49,49,1.0,0,0,0.97,1.83,3.42,0.0,6.07,6,Sawyer,1Fam,1Story,TA,TA,Y,80000,80000,0
372,L-000372,2008-06-11,2008-07-05,0,31.7,4,4,1588,0,17120,49,49,2.0,2,1,4.11,2.72,2.39,0.0,6.07,6,ClearCr,1Fam,1.5Fin,TA,TA,Y,134432,134432,0
593,L-000593,2008-06-11,2008-06-24,1,29.2,5,8,816,816,6600,26,5,2.0,2,0,2.91,8.07,0.98,23900.0,6.07,6,Mitchel,1Fam,1Story,TA,TA,Y,138000,138000,0
555,L-000555,2008-06-12,2008-08-16,1,29.7,7,5,2046,998,10625,5,4,3.5,3,1,2.05,4.52,3.13,60200.0,6.07,6,NridgHt,1Fam,2Story,Gd,Gd,Y,284000,284000,0
428,L-000428,2008-06-12,2008-07-01,0,36.3,4,6,907,907,8593,51,51,1.0,1,0,2.81,1.27,1.89,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,109008,109008,0
1265,L-001265,2008-06-15,2008-08-25,1,39.4,6,5,1337,1405,4060,10,9,3.0,2,0,3.0,1.95,1.95,61600.0,6.07,6,NAmes,TwnhsE,1Story,Gd,Gd,Y,181000,181000,0
1112,L-001112,2008-06-17,2008-09-09,0,22.9,7,6,1964,803,10480,32,32,2.5,2,1,4.14,4.87,2.94,0.0,6.07,6,NWAmes,1Fam,2Story,TA,TA,Y,205000,205000,0
344,L-000344,2008-06-17,2008-07-22,0,32.1,9,5,1684,1684,8849,3,3,2.0,2,1,1.67,6.33,2.18,0.0,6.07,6,NridgHt,TwnhsE,1Story,Ex,Ex,Y,266000,266000,0
924,L-000924,2008-06-19,2008-07-22,1,35.8,6,5,1617,1604,8012,15,14,3.0,2,1,1.87,1.77,3.35,76700.0,6.07,6,SawyerW,TwnhsE,1Story,Gd,Gd,Y,193000,193000,0
1342,L-001342,2008-06-19,2008-07-26,1,33.6,6,5,1114,1114,13695,5,4,2.0,2,0,1.93,2.22,3.74,49700.0,6.07,6,SawyerW,1Fam,1Story,TA,Gd,Y,155000,155000,0
335,L-000335,2008-06-21,2008-07-20,0,27.8,6,5,1638,943,9042,10,10,3.5,2,2,4.44,1.66,3.67,0.0,6.07,6,Gilbert,1Fam,2Story,TA,TA,Y,192000,192000,0
106,L-000106,2008-06-24,2008-08-09,1,39.9,8,5,1992,1053,9375,5,4,2.5,2,1,1.53,2.98,2.59,71700.0,6.07,6,Somerst,1Fam,2Story,Gd,Gd,Y,250000,250000,0
1259,L-001259,2008-06-24,2008-07-13,0,28.6,7,5,1166,856,9587,3,3,3.0,2,0,3.43,2.2,3.03,0.0,6.07,6,Gilbert,1Fam,SLvl,Gd,Gd,Y,190000,190000,0
464,L-000464,2008-06-24,2008-08-10,1,38.4,6,7,1660,715,11988,74,13,1.5,1,1,1.89,1.04,4.92,61100.0,6.07,6,Crawfor,1Fam,2Story,TA,TA,Y,188700,188700,0
647,L-000647,2008-06-25,2008-07-23,0,31.6,5,5,1048,0,7200,58,58,1.0,2,0,2.78,2.44,2.02,0.0,6.07,6,NAmes,1Fam,1Story,TA,TA,Y,98300,98300,0
806,L-000806,2008-06-26,2008-07-17,0,33.3,7,5,1428,1417,12274,0,0,2.0,2,0,2.3,2.48,2.07,0.0,6.07,6,Somerst,1Fam,1Story,Gd,Ex,Y,227680,227680,0
390,L-000390,2008-06-27,2008-08-14,1,29.8,10,5,2332,1682,12474,1,0,3.5,3,1,2.08,3.98,3.36,178100.0,6.07,6,NridgHt,1Fam,2Story,Ex,Ex,Y,426000,426000,0
1322,L-001322,2008-06-28,2008-07-05,1,43.5,3,6,720,0,6627,59,58,1.0,1,0,2.75,0.89,2.18,24800.0,6.07,6,BrkSide,1Fam,1Story,TA,TA,N,72500,72500,0
